##################################################;;;;;;;;;;;;;;x
# Abilities;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
mw_militia_brigade_desc;A militia generally is an army or other fighting force that is composed of non-professional fighters; citizens of a nation or subjects of a state or government that can be called upon to enter a combat situation, as opposed to a professional force of regular, full-time military personnel. Militia are much less effective at fighting large armies but are well trained to deal with urban warfare since usually they have a good knowledge of the surroundings.;;;;;;;;;;;;;;x
mw_infantry_brigade;Infantry Brigade;;;;;;;;;;;;;;x
mw_infantry_brigade_desc;Infantry is the branch of a military force that fights on foot — troops specifically trained to engage, fight, and defeat the enemy in face-to-face combat, and thus bear the brunt of warfare, suffering the greatest number of casualties. Historically, as the oldest branch of the combat arms, the infantry are the tip of the spear of a modern army.;;;;;;;;;;;;;;x
mw_mechanized_brigade;Mobile Infantry;;;;;;;;;;;;;;x
mw_marine_brigade;Marine Brigade;;;;;;;;;;;;;;x
mw_marine_brigade_desc;Marines, also known as a marine corps or naval infantry, are an infantry force that specializes in the support of naval and army operations on land and at sea, as well as the execution of their own. In the majority of countries, the marine force is part of the navy, but it can also be under the army like the Troupes de marine, or under an independent command like the United States Marine Corps and Royal Marines.;;;;;;;;;;;;;;x
mw_counter_infantry;Anti Air/Tank Brigade;;;;;;;;;;;;;;x
mw_counter_infantry_desc;.;;;;;;;;;;;;;;x
mw_paratrooper_brigade;Airborne Infantry;;;;;;;;;;;;;;x
mw_paratrooper_brigade_desc;Airborne forces are military units, usually light infantry, set up to be moved by aircraft and "dropped" into battle, typically by parachute. Thus, they can be placed behind enemy lines, and have the capability to deploy almost anywhere with little warning. The formations are limited only by the number and size of their aircraft, so given enough capacity a huge force can appear "out of nowhere" in minutes, an action referred to as vertical envelopment.;;;;;;;;;;;;;;x
mw_special_forces;Special Forces Brigade;;;;;;;;;;;;;;x
mw_special_forces_desc;Special forces, or special operations forces are military units trained to perform unconventional missions. Special forces, as they would now be recognised, emerged in the early 20th century, with a significant growth in the field during the Second World War.;;;;;;;;;;;;;;x
mw_heavy_engineer;Heavy Engineer;;;;;;;;;;;;;;x
mw_heavy_engineer_desc;.;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Infantry Survival Gear;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
mw_battlefield_camouflage;Battlefield Camouflage;;;;;;;;;;;;;;x
mw_battlefield_camouflage_desc;-------------;;;;;;;;;;;;;;x
mw_infantry_body_armor;Infantry Body Armor;;;;;;;;;;;;;;x
mw_infantry_body_armor_desc;-------------;;;;;;;;;;;;;;x
mw_tactical_combat_care;Tactical Combat Care;;;;;;;;;;;;;;x
mw_tactical_combat_care_desc;-------------;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Infantry Equipment;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
mw_ifantry_small_arms;Small Arms;;;;;;;;;;;;;;x
mw_ifantry_small_arms_desc;Infantry unit's battle efficiency rely on capable small arms such as assault rifles and carbines. By spending resources and time on this tech, the units will perform better in combat.;;;;;;;;;;;;;;x
mw_infantry_anti_tank_weapons;Anti-Tank Weapons;;;;;;;;;;;;;;x
mw_infantry_anti_tank_weapons_desc;Infantry units are vulnerable to hostile armored opponents. By equipping our infantry battalions with Light Anti Tank weapons, we can stand a much better chance in a potential war.;;;;;;;;;;;;;;x
mw_infantry_heavy_weapons;Heavy Weapons;;;;;;;;;;;;;;x
mw_infantry_heavy_weapons_desc;Carbines and rifles provide precision fire to a fire team but sometimes that is not sufficient. Machineguns and hand-held grenade launchers can provide suppressive fire and raise the general defensive capabilities.;;;;;;;;;;;;;;x
