STANCE_NAVAL_ATTACK;Naval Offensive;;Seeoffensive;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANCE_NAVAL_ATTACK_DESC;Our fleets will perform the full range of missions.;;Unsere Flotten werden alle Missionen ausführen.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLOW_HQ_REORG;Allow AI Unit Reorganization;;AI Einheitenreorganisation erlauben;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAST_BATTLE_WINNER_LOSSES_LESS;Winner Losses less than ;;Siegerverluste weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAST_BATTLE_WINNER_LOSSES_MORE;Winner Losses at least ;;Siegerverluste zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAST_BATTLE_LOSER_LOSSES_LESS;Loser Losses less than ;;Verliererverluste weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAST_BATTLE_LOSER_LOSSES_MORE;Loser Losses at least ;;Verliererverluste zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAST_AIR_BATTLE_WINNER_LOSSES_LESS;Winner Air Losses less than ;;Sieger Fliegerverluste weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAST_AIR_BATTLE_WINNER_LOSSES_MORE;Winner Air Losses at least ;;SiegerFliegerverluste zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAST_AIR_BATTLE_LOSER_LOSSES_LESS;Loser Air Losses less than ;;Verlierer Fliegerverluste weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAST_AIR_BATTLE_LOSER_LOSSES_MORE;Loser Air Losses at least ;;Verlierer Fliegerverluste zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAST_NAVAL_BATTLE_WINNER_LOSSES_LESS;Winner Ships Lost less than ;;Sieger Schiffsverluste weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAST_NAVAL_BATTLE_WINNER_LOSSES_MORE;Winner Ships Lost at least ;;Sieger Schiffsverluste zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAST_NAVAL_BATTLE_LOSER_LOSSES_LESS;Loser Ships Lost less than ;;Verlierer Schiffsverluste weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAST_NAVAL_BATTLE_LOSER_LOSSES_MORE;Loser Ships Lost at least ;;Verlierer Schiffsverluste zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUT_OF_SUPPLY_DAYS_LESS;Out of Supply for less than ;;Nicht versorgt für weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUT_OF_SUPPLY_DAYS_MORE;Out of Supply for at least ;;Nicht versorgt für zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANCE_WITHDRAW;Withdraw Stance;;Haltung: Zurückziehen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANCE_WITHDRAW_DESC;Our units will withdraw from untenable positions and attempt to shorten and consolidate the front. Units will not attack.;;Unsere Einheiten werden sich aus nicht zu haltenden Gebieten zurückziehen und versuchen, die Front zu verkürzen und zu verstärken. Einheiten werden nicht angreiffen.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
OOB_COLLAPSE_ALL;Collapse All;;Alle Schließen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
OOB_GO_TO_SELECTED;Go To Selected;;Zur Auswahl gehen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTACK_ON_THE_WEST_NAME;Attack on the West;;Angriff im Westen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTACK_ON_THE_WEST_DESC;The phoney war was over. Chamberlain had been so confident he had boasted a month earlier that "He [Hitler] had missed the bus”, but he hadn’t. The German Panzer troops were poised on the border of the Low Countries, ready to unleash the Blitzkrieg on an unprepared France. All that would be left would be blood, toil, tears and sweat.;;'Der Sitzkrieg war vorbei, Chamberlain war so selbstsicher, dass er einen Monat zuvor hinausposaunt hatte, dass 'Er [Hitler] den Bus verpasst hat”, aber das hatte er nicht. Die Deutschen Panzerfahrer standen an den Grenzen der Beneluxländer bereit, bereit um einen Blitzkrieg zu entfachen gegen ein unvorbereitetes Frankreich. Alles, was bleiben würde, war Blut, Arbeit, Tränen und Schweiß.';;;;;;;;;;;x,,,,,,,,,,,,,
VC_BUTTON_DISABLED_SAVE;Cannot reselect victory conditions when loading a saved game.;;Beim Laden eines Spielstandes kann man keine Siegbedingungen auswählen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC_BUTTON_DISABLED_INVALID;Only countries that are faction leaders can select victory conditions.;;Nur Länder die Faktionsanführer sind können Siegbedingungen auswählen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC_ACCEPT_DISABLED;§R$NUM$§W conditions selected, will randomly add/remove to §Y$TOTAL$§W.;;§R$NUM$§W Bedingungen ausgewählt, sie brauchen genau §Y$TOTAL$§W.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,
VC_ACCEPT;Accept;;Annehmen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC_CANCEL;Cancel;;Abbrechen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC_VICTORY_CONDITIONS;Victory Conditions;;Siegbedingungen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC_ALLIES;Allies;;Alliierte;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC_AXIS;Axis;;Achse;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC_COMINTERN;Comintern;;Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC_YOU_ARE_NOT_PART_OF_ANY_FACTION;You are not part of any faction;;Ihr seit kein Mitglied einer Faktion;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE_VICTORYCONDITIONS;Victory Conditions;;Siegbedingungen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
OOB_LABEL;$COUNTRY_ADJ$ Order of Battle;;$COUNTRY_ADJ$ Schlachtordnung;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODIFIERS_ACHIEVMENTS;Strategic Effects;;Errungenschaften;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
##################################################;;;##################################################;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Triggered Modifiers ;;;# Getriggerte Modifikatoren ;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
##################################################;;;##################################################;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu_schengen_area;EU Schengen Area;;;;;;;;;;;;;x
eu_sanctions;European Union Sanctions;;;;;;;;;;;;;x
usa_sanctions;United States Sanctions;;;;;;;;;;;;;x
arab_league_sanctions;Arab League Sanctions;;;;;;;;;;;;;x
un_economic_sanctions;UN First Round Economic Sanctions;;;;;;;;;;;;;x
un_economic_sanctions_2;UNSecond Round Economic Sanctions;;;;;;;;;;;;;x
un_economic_sanctions_3;UN Third Round Economic Sanctions;;;;;;;;;;;;;x
un_economic_sanctions_4;UN Fourth Round Economic Sanctions;;;;;;;;;;;;;x
un_economic_sanctions_5;UN Fifth Round Economic Sanctions;;;;;;;;;;;;;x
un_military_sanctions;UN First Round Military Sanctions;;;;;;;;;;;;;x
un_military_sanctions_round2;UN Second Round Military Sanctions;;;;;;;;;;;;;x
un_military_sanctions_round3;UN Third Round Military Sanctions;;;;;;;;;;;;;x
un_military_sanctions_round4;UN Fourth Military Sanctions;;;;;;;;;;;;;x
un_military_sanctions_round5;UN Fifth Military Sanctions;;;;;;;;;;;;;x
european_union;Member Of The European Union;;;;;;;;;;;;;x
south_american_union;Member Of South American Union;;;;;;;;;;;;;x
arab_league;Member Of The Arab League;;;;;;;;;;;;;x
african_union;Member Of The African Union;;;;;;;;;;;;;x
oecd_member;OECD Member;;;;;;;;;;;;;x
g_eight_member;G8 Member;;;;;;;;;;;;;x
g_seven_member;G7 Member;;;;;;;;;;;;;x
four_asian_tigers;Four Asian Tigers;;;;;;;;;;;;;x
baltic_tigers;Baltic Tigers;;;;;;;;;;;;;x
security_council;United Nations Security Council Permanent Member;;;;;;;;;;;;;x
security_council_minor;United Nations Security Council Non Permanent Member;;;;;;;;;;;;;x
sc_busy;Security Council In Session;;;;;;;;;;;;;x
neutrality;Neutrality;;;;;;;;;;;;;x
nuclear_power;Nuclear Power;;;;;;;;;;;;;x
great_army;Great Army;;;;;;;;;;;;;x
great_air_army;Great Air Force;;;;;;;;;;;;;x
great_naval_army;Great Naval Force;;;;;;;;;;;;;x
veteran_air_force;Veteran Air Force;;;;;;;;;;;;;x
veteran_navy;Veteran Navy;;;;;;;;;;;;;x
veteran_army;Veteran Army;;;;;;;;;;;;;x
financial_crisis;Financial Crisis;;;;;;;;;;;;;x
patriot_act;The Patriot Act;;;;;;;;;;;;;x
dhs;Department of Homeland Security;;;;;;;;;;;;;x
kursk_disaster;Kursk Disaster;;;;;;;;;;;;;x
intifada;Intifada;;;;;;;;;;;;;x
oil_for_food;Oil-For-Food Programme;;;;;;;;;;;;;x
gazavat;Gazavat;;;;;;;;;;;;;x
econmic_stabilization_act;Economic Stabilization Act;;;;;;;;;;;;;x
usa_sanctions_province;United States Sanctions;;;;;;;;;;;;;x
un_economic_embargo;United Nations Economic Sanctions;;;;;;;;;;;;;x
un_military_embargo;United Nations Military Sanctions;;;;;;;;;;;;;x
OL_ALLIED_OBJECTIVE;Allied Objectives;;Alliierte Ziele;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
OL_AO_WE_REQUEST;We have requested that ;;Wir haben gebeten dass;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
OL_AO_THEY_REQUEST; have requested that we;;hat gebeten dass wir;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
OL_AO_ATTACK; §Rattack§W near ;; §Rangreiffen§W nahe;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
OL_AO_DEFEND; §Gdefend§W near ;; §Gverteidigen§W nahe ;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
AO_ALERT;§GAllied Objectives§W;;§Galliierte Ziele§W;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC_ALERT;§GVictory Conditions§W;;§GSiegesbedingungen§W;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC_DANGER;§Y$FACTION$§W have completed §R$NUM$§W victory conditions.;;§Y$FACTION$§W vervollständigten §R$NUM$§W Siegesbedingungen.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONFIRM_VC_VICTORY;Victory!;;Sieg!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONFIRM_VC_DEFEAT;Defeat!;;Niederlage!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONFIRM_VC_TEXT;§Y$FACTION$§W has achieved their victory conditions.\nDo you want to continue playing or resign the current game?;;§Y$FACTION$§W hat ihre Siegesbedingungen errfüllt.\nWollt ihr weiterspielen, oder das Spiel beenden?;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
VC_RESIGN;Resign;;Verlassen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC_CONTINUE;Continue;;Fortsetzen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIDE_OF_FLEET;§GPride of the Fleet§W;;§GStolz der Flotte§W;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKE_PRIDE;Make Pride;;Stolz ernennen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONFIRM_MAKE_PRIDE_TITLE;Do you wish to make this ship the Pride of the Fleet?;;Wollt ihr dieses Schiff zum Stolz der Flotte machen?;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONFIRM_MAKE_PRIDE_DESC;A country can only have one Battleship or Battlecruiser designated the Pride of the Fleet.\n$EFFECTS$;;Ein Land kann nur einen Schlachtkreuzer oder Schlachtschiff als Stolz der Flotte haben.\n$EFFECTS$;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKE_PRIDE_EXP_EFFECT;- $NAME$ gets §G$EXP$%§W more experience\n;;- $NAME$ erhält §G$EXP$%§W zusätzliche Erfahrung\n;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKE_PRIDE_SUNK_EFFECT;- If $NAME$ is sunk, we will incur §R2§W Dissent\n;;- Wenn $NAME$ versenkt wird, werden wir §R2§W Unruhe erhalten\n;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,
MAKE_PRIDE_PREVIOUS_EFFECT;- $OLD_NAME$ is no longer Pride of the Fleet\n;;- $OLD_NAME$ ist nicht länger der Stolz der Flotte\n;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKE_PRIDE_DISSENT_EFFECT;- We incur §R$DISSENT$§W Dissent from the redesignation\n;;- Wir erhalten §R$DISSENT$§W Unruhe durch die Umernennung\n;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME400;$PRIDE_SUNK$ Sunk!;;$PRIDE_SUNK$ versenkt!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC400;The Pride of the $FROMCOUNTRY_ADJ$ Navy, the fearsome $PRIDE_SUNK$, has been sunk by the glorious $PRIDE_SINKER$! This is a blow to $FROMCOUNTRY_ADJ$ morale, and a boost to our own.;;Der Stolz der $FROMCOUNTRY_ADJ$ Flotte, die mächtige $PRIDE_SUNK$, ist von den glorreichen Streitkräften von $PRIDE_SINKER$ versenkt worden! Das wird die Moral von $FROMCOUNTRY_ADJ$ senken und unsere eigene stärken.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA400;Excellent News!;;Ausgezeichnet!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME401;$PRIDE_SUNK$ Lost!;;$PRIDE_SUNK$ verloren!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC401;The Pride of our Navy, the glorious $PRIDE_SUNK$, has been lost with all hands, sunk by the $FROMCOUNTRY_ADJ$ $PRIDE_SINKER$. This is a stinging blow to our morale.;;Der Stolz unserer Flotte, die glorreiche $PRIDE_SUNK$, ging mit der gesamten Besatzung verloren, versenkt von $FROMCOUNTRY_ADJ$ $PRIDE_SINKER$. Das wird unsere Moral senken.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTOPTA401;Damn!;;Verdammt!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS_TECH;Research;;Forschung;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS_OUR;Our;;Unser Level;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS_THEIR;Their;;Ihr Level;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
COOP_LABEL;Allied Objectives;;Alliierte Ziele;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS_NO_SELECTED;Select a technology category to share. The receiver will use your ability in the field to boost their own research.\nWill automatically cancel if they no longer are at a lower level.;;Wählt eine Technologiekategorie zum Austausch. Der Partner wird unsere Fähigkeiten in diesem Bereich nutzen, um seine eigene Forschung vorranzutreiben.\nWird automatisch beendet wenn sie nicht länger auf einem niedrigeren Level sind.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
TS_SELECTED;Accept to share your level in §Y$TECH$§W with §Y$COUNTRY$§W. This costs §Y$COST$§W diplomatic point and uses §Y$LEADERSHIP$§W leadership.;;Nehmt es an, unser Level in §Y$TECH$§W mit §Y$COUNTRY$§W zu teilen. Dies kostet §Y$COST$§W Diplomatiepunkte und verbraucht §Y$LEADERSHIP$§W Führungspunkte.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
SHARE_TECHTITLE;Share Technology;;Technologie teilen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHARE_TECH_DESC;Share theoretical knowledge in a field with this country.;;Teilt theoretisches Wissen in einem Bereich mit diesem Land;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANCEL_SHARE_TECH_DESC;Stop sharing theoretical knowledge with country.;;Beendet den Austausch von theoretischem Wissen mit einem Land;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANCEL_SHARE_TECHTITLE;Stop Sharing Technology;;Technologie nicht mehr teilen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANCEL_SHARE_TECH_INFO;Do you want to stop sharing your §Y$TECH$§W knowledge with §Y$COUNTRY$?;;Wollt ihr den Austausch von der §Y$TECH$§W Technologie mit §Y$COUNTRY$ beenden?;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANCEL_SHARE_TECH_INFO_NO;Do you want to stop sharing your theoretical knowledge with §Y$COUNTRY$?;;Wollt ihr den Austausch eurers theoretischen Wissens mit §Y$COUNTRY$ beenden?;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHARE_TECH_TOOLTIP;Sharing §Y$TECH$§W with §Y$COUNTRY$§W: §R-$COST$§W;;Teilt §Y$TECH$§W mit §Y$COUNTRY$§W: §R-$COST$§W;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW_SKILL_SHARE;§Y$COUNTRY$§W is sharing their technological level in this field with us.\nTheir level: §G$THEIR$§W\nOur level: §Y$OUR$§W;;§Y$COUNTRY$§W teilt sein Technologielevel in diesem Bereich mit uns.\nIhr Level: §G$THEIR$§W\nUnser Level: §Y$OUR$§W;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANNOT_AFFORD;We cannot afford the associated costs of enacting this law;;Ihr könnt euch die Kosten für die Einführung dieses Gesetzes nicht leisten.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIT_CAN_UPGRADE_TO;Click to upgrade this unit to:§Y;;Klicken um diese Einheit aufzurüsten:§Y;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN_UPGRADE;This unit is an upgrade. It is deployed with §Y$EXPERIENCE$%§W experience.;;Diese Einheit ist eine Aufrüstung, sie wird mit §Y$EXPERIENCE$%§W Erfahrung aufgestellt.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
##################################################;;;##################################################;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Faction Aims ;;;# Faktionsziele;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
##################################################;;;##################################################;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AXIS ;;;# ACHSE;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
axis_italy;Italy is an Axis member;;Italien ist Achsenmitglied;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
axis_spain;Spain is an Axis member;;Spanien ist Achsenmitglied;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
axis_turkey;Turkey is an Axis member;;Türkei ist Achsenmitglied;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
axis_sweden;Axis controls Sweden;;Achse kontrolliert Schweden;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
axis_portugal;Portugal is an Axis member;;Portugal ist Achsenmitglied;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
axis_vichy;Vichy France is an Axis member;;Vichy Frankreich ist Achsenmitglied;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_moskva;Axis controls Moskva;;Achse kontrolliert Moskau;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_stalingrad;Axis controls Stalingrad;;Achse kontrolliert Stalingrad;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_leningrad;Axis controls Leningrad;;Achse kontrolliert Leningrad;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_kyiv;Axis controls Kyiv;;Achse kontrolliert Kiev;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_baki;Axis controls Baki;;Achse kontrolliert Baku;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_london;Axis controls London;;Achse kontrolliert london;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_paris;Axis controls Paris;;Achse kontrolliert Paris;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_suez;Axis controls the Suez Canal;;Achse kontrolliert den Suezkanal;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_gibraltar;Axis controls Gibraltar;;Achse kontrolliert Gibraltar;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_baghdad;Axis controls Baghdad;;Achse kontrolliert Bagdad;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_malta;Axis controls Malta;;Achse kontrolliert Malta;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_ploiesti;Axis controls Ploiesti;;Achse kontrolliert Ploesti;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_beograde;Axis controls Beograd;;Achse kontrolliert Belgrad;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_archangelsk;Axis controls Archangelsk;;Achse kontrolliert Archangelsk;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_singapore;Axis controls Singapore;;Achse kontrolliert Singapur;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_honolulu;Axis controls Honolulu;;Achse kontrolliert Honolulu;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_manila;Axis controls Manila;;Achse kontrolliert Manila;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_batavia;Axis controls Batavia;;Achse kontrolliert Batavia;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_shanghai;Axis controls Shanghai;;Achse kontrolliert Shanghai;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_sydney;Axis controls Sydney;;Achse kontrolliert Sydney;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_chongqing;Axis controls Chongqing;;Achse kontrolliert Chongqing;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_port_moresby;Axis controls Port Moresby;;Achse kontrolliert Port Moresby;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_vladivostok;Axis controls Vladivostok;;Achse kontrolliert Vladiwostok;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ax_control_delhi;Axis controls Delhi;;Achse kontrolliert Delhi;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
