CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
non_permanant_shuffle_desc;The United Nations Security Council has chosen ten new non permanent members.;;;;;;;;;;;;;x
request_our_cores_back_title;Demand Our Cores;;;;;;;;;;;;;x
request_our_cores_back_desc;We have enough legitimacy to demand that our cores be returned to us. \n \nWe should send a delegation to the country that holds our cores and convince them its in their intrest to return our cores;;;;;;;;;;;;;x
sino_russian_treaty_title;Sino-Russian Treaty of Friendship;;;;;;;;;;;;;x
sino_russian_treaty_desc;The Treaty of Good-Neighborliness and Friendly Cooperation Between the People's Republic of China and the Russian Federation is a twenty-year strategic treaty which was signed by the leaders of the two international powers, Jiang Zemin and Vladimir Putin, on July 16, 2001. \n \nThe treaty outlines the broad strokes which are to serve as a basis for peaceful relations, economic cooperation, as well as diplomatic and geopolitical reliance. Controversially, Article 9 of the treaty can be seen as an implicit defense pact, and other articles (A7 and A16) point at increasing military cooperation, including the sharing of "military know-how" (A16), namely, Chinese access to Russian military technology. \n \nThe treaty also encompasses a mutual, cooperative approach to environmental technology regulations and energy conservation and toward international finance and trade. The document affirms Russia's stand on Taiwan as "an inalienable part of China", and highlights the commitment to ensure the "national unity and territorial integrity" in the two countries. \n \n §R(Activating this decision will create a non agression pact)§W;;;;;;;;;;;;;x
taliban_five_point_ultimatum_title;Five Point Ultimatum;;;;;;;;;;;;;x
taliban_five_point_ultimatum_desc;On 20 September 2001 the US declared that Al Qaeda and its leader Osama bin Laden were behind the September 11 attacks and presented a five point ultimatum to the Taliban government in Afghanistan: \n \n 1. Deliver to the U.S. all of the leaders of al-Qaeda. \n \n 2. Release all imprisoned foreign nationals. \n \n 3. Close immediately every terrorist training camp. \n \n 4. Hand over every terrorist and their supporters to appropriate authorities. \n \n 5. Give the United States full access to terrorist training camps for inspection. \n \nIf the Taliban will refuse to these demands the US will use force to fulfil them.;;;;;;;;;;;;;x
patriot_act_title;The Patriot Act;;;;;;;;;;;;;x
patriot_act_desc;The USA PATRIOT Act is an Act of the U.S. Congress that was signed into law by President George W. Bush on October 26, 2001. \n \nThe act, a response to the terrorist attacks of September 11th, dramatically reduced daily freedoms of the American public and restrictions in law enforcement agencies' gathering of intelligence within the United States, expanded the Secretary of the Treasury’s authority to regulate financial transactions, particularly those involving foreign individuals and entities and broadened the discretion of law enforcement and immigration authorities in detaining and deporting immigrants suspected of terrorism-related acts.\n \nThe act also expanded the definition of terrorism to include domestic terrorism, thus enlarging the number of activities to which the USA PATRIOT Act’s expanded law enforcement powers can be applied.;;;;;;;;;;;;;x
dhs_title;Homeland Security Act;;;;;;;;;;;;;x
dhs_desc;The Homeland Security Act created both the United States Department of Homeland Security and the new cabinet-level position of Secretary of Homeland Security. \n \nThe United States Department of Homeland Security (DHS) is a cabinet department of the United States federal government, created in response to the September 11 attacks, and with the primary responsibilities of protecting the United States of America and U.S. Territories from and responding to terrorist attacks, man-made accidents, and natural disasters. \n \nWhereas the Department of Defense is charged with military actions abroad, the Department of Homeland Security works in the civilian sphere to protect the United States within, at, and outside its borders.;;;;;;;;;;;;;x
afg_war_nato_title;Enduring Freedom - Afghanistan;;;;;;;;;;;;;x
afg_war_nato_desc;We can assist our NATO allies in the war effort during the invasion of Afghanistan.;;;;;;;;;;;;;x
irq_war_nato_title;Operation Iraqi Freedom;;;;;;;;;;;;;x
irq_war_nato_desc;We can assist our NATO allies in the war effort during the invasion of Iraq.;;;;;;;;;;;;;x
afganistan_war_uk_title;Enduring Freedom - Afghanistan;;;;;;;;;;;;;x
afganistan_war_uk_desc;Operation Enduring Freedom began with the invasion of Afghanistan on October 7, 2001 as the armed forces of the United States of America, the United Kingdom, the Commonwealth of Australia invaded Afghanistan with the stated goal of dismantling the al-Qaeda terrorist organization and ending its use of Afghanistan as a base. The United States also said that it would remove the Taliban regime from power and create a viable democratic state.;;;;;;;;;;;;;x
afganistan_war_ast_title;Enduring Freedom - Afghanistan;;;;;;;;;;;;;x
afganistan_war_ast_desc;Operation Enduring Freedom began with the invasion of Afghanistan on October 7, 2001 as the armed forces of the United States of America, the United Kingdom, the Commonwealth of Australia invaded Afghanistan with the stated goal of dismantling the al-Qaeda terrorist organization and ending its use of Afghanistan as a base. The United States also said that it would remove the Taliban regime from power and create a viable democratic state.;;;;;;;;;;;;;x
meet_kursk_families_title;Meet with Kursk crew families;;;;;;;;;;;;;x
meet_kursk_families_desc;Our slow response to the Kursk's disappearance and apparent explosion have upset the public and have greatly reduced the confidence of the Russian people in the leadership, by meeting the families we can try and calm the situation down.;;;;;;;;;;;;;x
habbush_letter_title;The Habbush Letter;;;;;;;;;;;;;x
habbush_letter_desc;The Habbush letter, or Habbush memo, is a handwritten message dated July 1, 2001, which appears to show a link between al-Qaeda and Iraq's government. \n \nIt purports to be a direct communication between the head of Iraqi Intelligence, General Tahir Jalil Habbush al-Tikriti, to Iraqi president Saddam Hussein, outlining mission training which Mohamed Atta, one of the organizers of the September 11 attacks, supposedly received in Iraq. \n \nThe letter also claims that Hussein accepted a shipment from Niger, an apparent reference to an alleged uranium acquisition attempt that U.S. President George W. Bush cited in his January 2003 State of the Union address.;;;;;;;;;;;;;x
september_dossier_title;September Dossier;;;;;;;;;;;;;x
september_dossier_desc;Iraq's Weapons of Mass Destruction: The Assessment of the British Government, also known as the September Dossier, was a document published by the British government on 24 September 2002 on the same day of a recall of Parliament to discuss the contents of the document. The paper was part of an ongoing investigation by the government into weapons of mass destruction (WMD) in Iraq, which ultimately led to the 2003 invasion of Iraq. \n \nIt contained a number of allegations according to which Iraq also possessed WMD, including chemical weapons and biological weapons. The dossier even alleged that Iraq had reconstituted its nuclear weapons programme. Britain's biggest selling popular daily newspaper, The Sun, subsequently carried the headline "Brits 45mins from doom", while the Daily Star reported "Mad Saddam ready to attack: 45 minutes from a chemical war", helping to create the impression among the British public that Iraq was a threat to Britain.;;;;;;;;;;;;;x
iraq_resolution_title;The Iraq Resolution;;;;;;;;;;;;;x
iraq_resolution_desc;The Iraq Resolution (The Authorization for Use of Military Force Against Iraq Resolution) is a joint resolution passed by the United States Congress in October 2002 as Public Law No: 107-243, authorizing military action against Iraq. \n \nThe resolution "supported" and "encouraged" diplomatic efforts by President George W. Bush to "strictly enforce through the U.N. Security Council all relevant Security Council resolutions regarding Iraq" and "obtain prompt and decisive action by the Security Council to ensure that Iraq abandons its strategy of delay, evasion, and noncompliance and promptly and strictly complies with all relevant Security Council resolutions regarding Iraq." \n \nThe resolution also authorized President Bush to use the Armed Forces of the United States "as he determines to be necessary and appropriate" in order to "defend the national security of the United States against the continuing threat posed by Iraq and enforce all relevant United Nations Security Council Resolutions regarding Iraq." \n \nA few days before the U.S. Senate vote on the Iraq Resolution, about 75 senators were told in closed session that Saddam Hussein has the means of delivering biological and chemical weapons of mass destruction by unmanned aerial vehicle (UAV) drones that could be launched from ships off the Atlantic coast to attack U.S. eastern seaboard cities.;;;;;;;;;;;;;x
moment_of_truth_title;Moment Of Truth;;;;;;;;;;;;;x
moment_of_truth_desc;On March 16, 2003 the leaders of the United States, the United Kingdom, Portugal and the Kingdom of Spain met at a summit in the Azores Islands. \n \nPresident George Bush called Monday March 17 the "moment of truth" meaning that the "coalition of the willing" would make its final effort to extract a resolution from the U.N. Security Council that would give Iraq and ultimatum to disarm immediately or to be disarmed by force.;;;;;;;;;;;;;x
saddam_exile_demand_title;The Final Ultimatum;;;;;;;;;;;;;x
saddam_exile_demand_desc;On March 17, 2003 President George W. Bush addressed the American public presenting his case against Iraq and Saddam Hussein's regime. He listed the UN security council resolutions that have been passed regarding Iraq's weapon program as failed diplomatic attempts to resolve the problem. \n \nIraq's supposed links to Al-Qaeda were also given as reasons for war, President Bush claimed Iraq was hiding and aiding Al-Qaeda terrorists who had connections to the 9.11 attacks. \n \nA deadline was given to Saddam Hussein and his two sons to leave Iraq within 48 hours or face military action by the United States and its allies who will fight against the Iraqi regime and not it's people.;;;;;;;;;;;;;x
remove_kinakh_government_title;Sack Prime Minister Kinakh's Cabinet;;;;;;;;;;;;;x
remove_kinakh_government_desc;The government of Prime Minister Kinakh has not shown proper results and reforms as was promised, it is time to nominate a new cabinet that can act for the future of Ukraine.;;;;;;;;;;;;;x
the_case_against_iraq_title;The Case Against Iraq;;;;;;;;;;;;;x
the_case_against_iraq_desc;The regime in Iraq has fooled the United Nations for too long, it is time we present proper proof against the regime of Saddam Hussein that will give us international legitimacy to remove him from power.;;;;;;;;;;;;;x
the_lebanon_resolution_title;The Lebanon Resolution;;;;;;;;;;;;;x
the_lebanon_resolution_desc;Since the 1970's civil war in Lebanon Syrian troops have been stationed all over the country. This breach of Lebanese sovereignty which continues until today has been going on for too long, as long as Syria remains in Lebanon and supplies Hezbollah with weapons hostility in the region will continue. \n \nWe should present a draft to the United Nations Security Council which will demand from Syria to withdraw all of its troops from Lebanon or face action by the UN.;;;;;;;;;;;;;x
the_lebanon_resolution_usa_title;The Lebanon Resolution;;;;;;;;;;;;;x
the_lebanon_resolution_usa_desc;Since the 1970's civil war in Lebanon Syrian troops have been stationed all over the country. This breach of Lebanese sovereignty which continues until today has been going on for too long, as long as Syria remains in Lebanon and supplies Hezbollah with weapons histility in the region will continue. \n \nWe should present a draft to the United Nations Security Council which will demand from Syria to withdraw all of its troops from Lebanon or face action by the UN.;;;;;;;;;;;;;x
announce_nuclear_weapons_title;Announce our nuclear arsenal!;;;;;;;;;;;;;x
announce_nuclear_weapons_desc;The time has come to warn our enemies and make it clear that anyone who considers to attack North Korea will suffer the worst of consequences. \n \nThis is the day North Korea becomes a part of the "Nuclear Club", no longer will we be under the boot of the American oppressor and its constant threat against the North Korean people.;;;;;;;;;;;;;x
lebanon_withdrawal_title;Withdraw from Lebanon;;;;;;;;;;;;;x
lebanon_withdrawal_desc;Our presence in Lebanon has been challenged fiercely in recent months, since the withdrawal of Israel from south Lebanon and the recent assassination of Lebanon's prime minister Rafic Harriri an increasing anti Syrian wave has swept the country. \n \nOn top of those we are under great international pressure from the UN to leave the country and as long as we remain sanctions will continue to halt us back. \n \nPerhaps it it time to leave Lebanon for good?;;;;;;;;;;;;;x
disengage_from_gaza_title;The Gaza Disengagement;;;;;;;;;;;;;x
disengage_from_gaza_desc;The Israeli disengagement from Gaza also known as "Gaza expulsion" and "Hitnatkut", was the withdrawal of the Israeli army from Gaza, and the dismantling of all Israeli settlements in the Gaza Strip in 2005. \n \nThe disengagement was proposed by Israeli Prime Minister Ariel Sharon, adopted by the government on June 6, 2004 and enacted in August 2005. Those Israeli citizens who refused to accept government compensation packages and voluntarily vacate their homes prior to the August 15, 2005 deadline, were evicted by Israeli security forces over a period of several days. \n \nThe unilateral disengagement plan has been criticized from various viewpoints. In Israel, it has been criticized by the settlers themselves, supported by the Israeli right, who saw Ariel Sharon's action as a betrayal of his previous policies of support of settlement. \n \nConversely, the disengagement has been criticized by parts of the Israeli left, who viewed it as nothing more than a mode of stalling negotiations and increasing Israeli presence in the West Bank. The disengagement also did not address wider issues of occupation. Israel retained control over Gaza’s borders, airspace, coastline, infrastructure, power, import-exports, etc.;;;;;;;;;;;;;x
rus_establish_border_lat_title;Establish border with Latvia;;;;;;;;;;;;;x
rus_establish_border_lat_desc;Ever since the dissolution of the Soviet Union Latvia had laid claims to the Russian Pskov Oblast. \n \nNow that relations between the our two countries have warmed up we can finish this dispute and have a proper border agreement with Latvia, this will no doubt promote trust and increase relations between our two nations.;;;;;;;;;;;;;x
lat_establish_border_rus_title;Establish border with Russia;;;;;;;;;;;;;x
lat_establish_border_rus_desc;Ever since the dissolution of the Soviet Union the border between Latvia and Russia has remained a disputed territory with Latvia laying a claim to the Russian Pksov Oblast, now that relations between our two countries have warmed up perhaps it is time to abandon this claim and have a proper border with our neighbour to the east.;;;;;;;;;;;;;x
resume_strategic_flights_title;Resume Strategic Patrols;;;;;;;;;;;;;x
resume_strategic_flights_desc;Since the dissolution of the Soviet Union Russia has suspended flights of its strategic bombers in remote areas outside Russia. \n \nIn order to bring our air force back into service and have it ready to respond to any threat it is probably time to resume these flights.;;;;;;;;;;;;;x
establish_usan_title;The Cusco Declaration;;;;;;;;;;;;;x
establish_usan_desc;Representatives of twelve South American nations signed the Cuzco Declaration, a two-page letter of intent announcing the establishment of the then-named "South American Community of Nations". \n \nThe leaders announced the intention of modeling the new community in the mold of the European Union, including a unified passport, a parliament and, eventually, a single currency. The then Secretary General of the Andean Community Allan Wagner speculated that an advanced union such as the EU should be possible within the next fifteen years.;;;;;;;;;;;;;x
lift_cis_sanctions_title;Lift CIS Sanctions against Abkhazia;;;;;;;;;;;;;x
lift_cis_sanctions_desc;The Commonwealth of Independent States sanctions imposed against Abkhazia have become outdated and are hindering the implementation of economic and social programs in the region, as well as causing unjustified hardship for the people of Abkhazia. \n \nPerhaps it is time to lift these sanctions and allow the people of Abkhazia much needed relief, the downside to this is that lifting these sanctions may seem as a recognition by Russia of the breakaway republic from Georgia and perhaps a step for a future plan to annex the region into Russia.;;;;;;;;;;;;;x
south_ossetia_intervention_title;South Ossetia Intervention;;;;;;;;;;;;;x
south_ossetia_intervention_desc;Following the recent tensions in the South Ossetia region Georgia has attacked South Ossetia and Georgian troops have reached Tskhinvali the South Oseetian Capital. \n \nThe government in South Ossetia is loyal to Russia and so is the population in the region, this aggressive move by Georgia is surprising but our intelligence has expected that recent events in the region may lead to armed conflict, we must decide how to respond to this event quickly. \n \nWe could ignore the attack on South Ossetia but seeing as Georgia still lays claims to the region they will probably use our inaction to annex the region, this could also cause an uproar at home. \n \nOn the other hand we could go in defence of South Ossetia and drive the invading army back to Georgia, our army should be more that sufficient for this task.;;;;;;;;;;;;;x
recognize_ost_abk_title;Recognize Abkhazia and South Ossetia;;;;;;;;;;;;;x
recognize_ost_abk_desc;The time has come to recognize that Abkhazia and South Ossetia are not part of Georgia. \n \nThe regime in Tbilisi has failed to govern and control these parts and the people of South Ossetia and Abkhazia have spoken. \n \nWith the act of recognition we can strengthen their elements that are sympathetic to the world view in the Kremlin for the region.;;;;;;;;;;;;;x
emergency_econmic_stabilization_act_title;Emergency Economic Stabilization Act;;;;;;;;;;;;;x
emergency_econmic_stabilization_act_desc;The Emergency Economic Stabilization Act of 2008 commonly referred to as a bailout of the U.S. financial system, is a law enacted in response to the subprime mortgage crisis authorizing the United States Secretary of the Treasury to spend up to $700 billion to purchase distressed assets, especially mortgage-backed securities, and supply cash directly to banks. \n \nhe funds for purchase of distressed assets were mostly redirected to inject capital into banks and other financial institutions while the Treasury continued to examine the usefulness of targeted asset purchases. \n \nThe Act was proposed by Treasury Secretary Henry Paulson during the global financial crisis of 2008.;;;;;;;;;;;;;x
release_aung_san_suu_kyi_title;Release Aung San Suu Kyi;;;;;;;;;;;;;x
release_aung_san_suu_kyi_desc;The Burmese military authorities have released the pro-democracy leader, Aung San Suu Kyi, from house arrest. \n \nOn the evening of 13 November 2010, Suu Kyi was released from house arrest. This was the date her detention had been set to expire according to a court ruling in August 2009 and came six days after a widely criticised general election. She appeared in front of a crowd of her supporters, who rushed to her house in Rangoon when nearby barricades were removed by the security forces. Suu Kyi had been detained for 15 of the past 21 years.;;;;;;;;;;;;;x
join_shengen_area_swi_title;Join the Shengen Area;;;;;;;;;;;;;x
join_shengen_area_swi_desc;The time has come for Switzerland to become part of the European family, joining the Shengen area will improve our trade with our neighbours as well as our relations with them.;;;;;;;;;;;;;x
emergency_economic_stabilization_act_title;Emergency Economic Stabilization Act;;;;;;;;;;;;;x
emergency_economic_stabilization_act_desc;The Emergency Economic Stabilization Act of 2008 commonly referred to as a bailout of the U.S. financial system, is a law enacted in response to the subprime mortgage crisis authorizing the United States Secretary of the Treasury to spend up to $700 billion to purchase distressed assets, especially mortgage-backed securities, and supply cash directly to banks. \n \nThe funds for purchase of distressed assets were mostly redirected to inject capital into banks and other financial institutions while the Treasury continued to examine the usefulness of targeted asset purchases.;;;;;;;;;;;;;x
ban_mobile_phones_title;Ban Mobile Phones;;;;;;;;;;;;;x
ban_mobile_phones_desc;Mobiles phones have become a true headache for our regime with many dissidents using these devices to promote anti government propoganda. \n \nBy banning these phones we can insure the stability of the regime and neutrilize outside threats on our country.;;;;;;;;;;;;;x
transfer_iraq_civilian_administration_title;Reinstate civilian administration in Iraq;;;;;;;;;;;;;x
transfer_iraq_civilian_administration_desc;Civilian administration in Iraq has been restored to acceptable levels and the time has come to return the administration of the regions under our control to a civilian administration rathan than a military one. \n \nWe are also oblighed to do this under the UN resolution which was passed after the occupation of Iraq by coalition forces.;;;;;;;;;;;;;x
transfer_afg_civilian_administration_title;Establish the Afghan Transitional Administration;;;;;;;;;;;;;x
transfer_afg_civilian_administration_desc;The Afghan Transitional Administration (ATA), also known as the Afghan Transitional Authority, was the name of a temporary administration of Afghanistan put in place by the loya jirga of June 2002. It succeeded the Afghan Interim Administration, which was installed after the Bonn Conference. \n \nFollowing the invasion of Afghanistan, a U.N.-sponsored conference of a few Afghan leaders in Bonn led to the appointment of the Afghan Interim Administration under the chairmanship of Hamid Karzai. However, this Interim Administration, which was not broadly representative, was scheduled to last for only six months, before being replaced by a Transitional Administration. \n \nThe move to this second stage would require the convening of a traditional Afghan "grand assembly", called a Loya Jirga. This Emergency Loya Jirga elected a new Head of State and appointed the Transitional Administration, which, in turn, would run the country for a maximum of two more years until a "fully representative government" could be elected through free and fair elections..;;;;;;;;;;;;;x
the_independence_referendum_title;Independence Referendum;;;;;;;;;;;;;x
the_independence_referendum_desc;The results of our independence referendum have arrived. \n \nAs expected the majority of people have voted in favor of remaining independent. It is time the world recongnizes the will of the South Ossetian people, we will present a request to the Security Council to recognize the results of the referendum.;;;;;;;;;;;;;x
the_libyan_intervention_title;The Libyan Intervention;;;;;;;;;;;;;x
the_libyan_intervention_desc;With the opposition in Libya losing ground to Gaddafi's forces it is time for us to act along with the UN to turn things around. \n \nWe will present a resolution which will enforce a "no fly zone" over Libya, this should reduce the effectiveness of the Gadaffi regime when targeting civilian population with air raids.;;;;;;;;;;;;;x
libya_intervention_nato_title;Operation Unified Protector;;;;;;;;;;;;;x
libya_intervention_nato_desc;Operation Unified Protector was an NATO operation enforcing United Nations Security Council resolutions 1970 and 1973 concerning the Libyan Civil War and adopted on 26 February and 17 March 2011, respectively. \n \nThese resolutions imposed sanctions on key members of the Gaddafi government and authorized NATO to implement an arms embargo, a no-fly zone and to use all means necessary, short of foreign occupation, to protect Libyan civilians and civilian populated areas.;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# UNITED NATIONS SECURITY COUNCIL RESOLUTIONS ;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
resolution_1409_adopted_with_minors_title;Security Council Oil-for-Food Resolution §GAdopted§W ;;;;;;;;;;;;;x
resolution_1409_adopted_with_minors_desc;The United Nations Security Council has decided to extend the Oil-for-Food programme in Iraq that allows Iraq to sell oil on the world market in exchange for food, medicine, and other humanitarian needs for ordinary Iraqi citizens. \n \nMilitary sanctions have been streamlined not to allow Iraq any further development of its offensive capabilities.;;;;;;;;;;;;;x
resolution_1409_rejected_with_minors_title;Security Council Oil-for-Food Resolution §RRejected§b ;;;;;;;;;;;;;x
resolution_1409_rejected_with_minors_desc;The United Nations Security Council has decided to end the Oil-for-Food programme in Iraq. The programme was established by the United Nations in 1995 to allow Iraq to sell oil on the world market in exchange for food, medicine, and other humanitarian needs for ordinary Iraqi citizens without allowing Iraq to boost its military capabilities.;;;;;;;;;;;;;x
resolution_1409_adopted_without_minors_title;Security Council Oil-for-Food Resolution §GAdopted§W ;;;;;;;;;;;;;x
resolution_1409_adopted_without_minors_desc;The United Nations Security Council has decided to extend the Oil-for-Food programme in Iraq that allows Iraq to sell oil on the world market in exchange for food, medicine, and other humanitarian needs for ordinary Iraqi citizens. \n \nMilitary sanctions have been streamlined not to allow Iraq any further development of its offensive capabilities.;;;;;;;;;;;;;x
resolution_1409_rejected_without_minors_title;Security Council Oil-for-Food Resolution §RRejected§b ;;;;;;;;;;;;;x
resolution_1409_rejected_without_minors_desc;The United Nations Security Council has decided to end the Oil-for-Food programme in Iraq. The programme was established by the United Nations in 1995 to allow Iraq to sell oil on the world market in exchange for food, medicine, and other humanitarian needs for ordinary Iraqi citizens without allowing Iraq to boost its military capabilities.;;;;;;;;;;;;;x
resolution_1383_adopted_with_minors_title;The Future of Afghanistan Resolution §GAdopted§W ;;;;;;;;;;;;;x
resolution_1383_adopted_with_minors_desc;The United Nations Security Council has decided that the future of Afghanistan should be decided by the Afghan people. This will be achieved by establishing a transitional government which will be responsible for rebuilding the institutions of the country. \n \nAmerican troops will leave the country once security can be safely transferred to the Afghan security forces. \n \nA new resolution will be presented before the Security Council in five years.;;;;;;;;;;;;;x
resolution_1383_rejected_with_minors_title;The Future of Afghanistan Resolution §RRejected§b ;;;;;;;;;;;;;x
resolution_1383_rejected_with_minors_desc;The United Nations Security Council has decided that no further action will currently be taken in regards to Afghanistan, the situation will be reviewed again at a later date which will be set by the security council. \n \nForeign troops currently residing in the country will remain to provide the people of Afghanistan proper security due to inability of the Afghan forces to do so.;;;;;;;;;;;;;x
resolution_1383_adopted_without_minors_title;The Future of Afghanistan Resolution §GAdopted§W ;;;;;;;;;;;;;x
resolution_1383_adopted_without_minors_desc;The United Nations Security Council has decided that the future of Afghanistan should be decided by the Afghan people. This will be achieved by establishing a transitional government which will be responsible for rebuilding the institutions of the country. \n \nAmerican troops will leave the country once security can be safely transferred to the Afghan security forces. \n \nA new resolution will be presented before the Security Council in five years.;;;;;;;;;;;;;x
resolution_1383_rejected_without_minors_title;The Future of Afghanistan Resolution §RRejected§b ;;;;;;;;;;;;;x
resolution_1383_rejected_without_minors_desc;The United Nations Security Council has decided that no further action will currently be taken in regards to Afghanistan, the situation will be reviewed again at a later date which will be set by the security council. \n \nForeign troops currently residing in the country will remain to provide the people of Afghanistan proper security due to inability of the Afghan forces to do so.;;;;;;;;;;;;;x
resolution_1290_adopted_with_minors_title;The Future of Western Sahara Resolution §GAdopted§W ;;;;;;;;;;;;;x
resolution_1290_adopted_with_minors_desc;The United Nations Security Council has decided that Morocco's claims to Western Sahara are legitimate and the region will be administered from now on by the Moroccan Kingdom. \n \nThe council respects the claims of the Sahrawi people and an autonomy will guarantee their right for self determination and the ability to keep their customs and traditions.;;;;;;;;;;;;;x
resolution_1290_rejected_with_minors_title;The Future of Western Sahara Resolution §RRejected§b ;;;;;;;;;;;;;x
resolution_1290_rejected_with_minors_desc;The United Nations Security Council has decided that both Morocco and the Polisario Front must return to the negotiation table and find a solution that can respect the history and heritage of both sides within the region of Western Sahara. \n \nIf no such solution is found within a period of two years a new resolution will be presented by the security council to solve these claims and bring long lasting stability to the region.;;;;;;;;;;;;;x
resolution_1290_adopted_without_minors_title;The Future of Western Sahara Resolution §GAdopted§W ;;;;;;;;;;;;;x
resolution_1290_adopted_without_minors_desc;The United Nations Security Council has decided that Morocco's claims to Western Sahara are legitimate and the region will be administered from now on by the Moroccan Kingdom. \n \nThe council respects the claims of the Sahrawi people and an autonomy will guarantee their right for self determination and the ability to keep their customs and traditions.;;;;;;;;;;;;;x
resolution_1290_rejected_without_minors_title;The Future of Western Sahara Resolution §RRejected§b ;;;;;;;;;;;;;x
resolution_1290_rejected_without_minors_desc;The United Nations Security Council has decided that both Morocco and the Polisario Front must return to the negotiation table and find a solution that can respect the history and heritage of both sides within the region of Western Sahara. \n \nIf no such solution is found within a period of two years a new resolution will be presented by the security council to solve these claims and bring long lasting stability to the region.;;;;;;;;;;;;;x
resolution_1509_adopted_with_minors_title;Post Invasion Iraq Resolution §GAdopted§W ;;;;;;;;;;;;;x
resolution_1509_adopted_with_minors_desc;The United Nations Security Council has decided that a transitional government is to be established in Iraq as soon as possible to transfer control from the current military rule established by coalition forces to civilian administration. \n \nElections are to be held by the transitional government once security concerns are taken care by coalition forces and allow a smooth transition to a democratically voted government.;;;;;;;;;;;;;x
resolution_1509_rejected_with_minors_title;Post Invasion Iraq Resolution §RRejected§b ;;;;;;;;;;;;;x
resolution_1509_rejected_with_minors_desc;The United Nations Security Council has decided that due to the extreme sectarian violence events in Iraq a civilian government will not be able to handle the responsibility and provide the population proper security, coalition forces will remain in Iraq until proper security and consensus can be achieved throughout all of Iraq.;;;;;;;;;;;;;x
resolution_1509_adopted_without_minors_title;Post Invasion Iraq Resolution §GAdopted§W ;;;;;;;;;;;;;x
resolution_1509_adopted_without_minors_desc;The United Nations Security Council has decided that a transitional government is to be established in Iraq as soon as possible to transfer control from the current military rule established by coalition forces to civilian administration. \n \nElections are to be held by the transitional government once security concerns are taken care by coalition forces and allow a smooth transition to a democratically voted government.;;;;;;;;;;;;;x
resolution_1509_rejected_without_minors_title;Post Invasion Iraq Resolution §RRejected§b ;;;;;;;;;;;;;x
resolution_1509_rejected_without_minors_desc;The United Nations Security Council has decided that due to the extreme sectarian violence events in Iraq a civilian government will not be able to handle the responsibility and provide the population proper security, coalition forces will remain in Iraq until proper security and consensus can be achieved throughout all of Iraq.;;;;;;;;;;;;;x
resolution_8000_adopted_with_minors_title;The Case Against Iraq Resolution §GAdopted§W ;;;;;;;;;;;;;x
resolution_8000_adopted_with_minors_desc;The United Nations Security Council has decided to allow the United States and coalition forces to disarm the viable threat posed by Saddam Hussein's regime and its insistence on developing weapons of Mass Destruction. \n \nThe council has viewed the evidence presented by the United States and has concluded that despite all the diplomatic measures taken by the UN to disarm Iraq peacefully these efforts have failed.;;;;;;;;;;;;;x
resolution_8000_rejected_with_minors_title;The Case Against Iraq Resolution §RRejected§b ;;;;;;;;;;;;;x
